"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.0692683907874845	0.0873386796416983	0.793100961357028	0.427719002779882	0.554285333871731
"ENSG00000198886.2"	5576956.12609384	0.257168760735227	0.0676422664673578	3.80189449830646	0.000143593874825484	0.000817219838584269
"ENSG00000210082.2"	3982398.69677321	0.203594920441189	0.0662728900914353	3.07206944137027	0.0021258026524191	0.00779294463313749
"ENSG00000198938.2"	3455068.27427182	0.207314400355327	0.0666859046738003	3.10881889312925	0.00187836818997583	0.00702727044214427
"ENSG00000198727.2"	3076679.79858611	0.216534771627379	0.0674511851688855	3.21024413559547	0.00132622280021155	0.00525541313162097
"ENSG00000198899.2"	2670568.27446383	0.212570012300545	0.0645198160048585	3.29464690792885	0.000985454191281997	0.00411336489441303
"ENSG00000198712.1"	2620906.49784817	0.214524837941795	0.0667640124247246	3.21318072642307	0.00131273658282367	0.00521521850133083
"ENSG00000092054.12"	871594.867055917	-0.106336961927052	0.0692804744467109	-1.53487635262724	0.124814203186792	0.216609005474902
"ENSG00000198888.2"	2226838.9441465	0.201471949077224	0.0686027270822529	2.93679213124668	0.00331626310127128	0.0113123459774817
"ENSG00000198763.3"	2017405.95425166	0.235091224250694	0.0633318901869626	3.71205128343208	0.000205586318033402	0.00110762790512233
"ENSG00000198786.2"	1138906.55226566	-0.0214266211461579	0.0740501922697078	-0.289352674036513	0.772311507279342	0.843809311616898
"ENSG00000111245.14"	423317.999559532	-0.011751627252379	0.0665462770739773	-0.176593308733336	0.859827850338778	0.906494465801074
"ENSG00000175084.11"	576400.599825655	0.0146431802674815	0.0473827149864857	0.309040549315462	0.757290681632313	0.832426136349487
"ENSG00000159251.6"	304824.787468764	-0.0966842974289385	0.0789938169575865	-1.22394766011687	0.220971972749203	0.337226792112549
"ENSG00000198125.12"	315080.654165816	-0.0390059736465527	0.0685644611958359	-0.568894919703994	0.569427453241917	0.683011949080802
"ENSG00000198840.2"	688935.83424229	0.2728648860376	0.0650686872148643	4.19348995218805	2.74695249666415e-05	0.000202814690022313
"ENSG00000140416.19"	290034.5035323	-0.055767933913319	0.0556827762682227	-1.00152933547505	0.316570964974174	0.443181596002263
"ENSG00000212907.2"	615124.124867481	0.234256963074331	0.0710890090785316	3.29526274329621	0.000983296961654268	0.00410504690748489
"ENSG00000155657.26"	193361.296419879	-0.170578094514778	0.059890058441357	-2.84818714414521	0.00439690605068928	0.0142552502833167
"ENSG00000211459.2"	464322.055124858	0.200281548070767	0.0676885638307778	2.95886833367411	0.00308770996100526	0.0106512338773704
"ENSG00000118194.18"	266179.273849126	0.0153785869148813	0.0574496543818727	0.26768806671418	0.78893943608478	0.85557271860417
"ENSG00000134571.10"	171535.277666437	-0.00359370485185373	0.0696564836964673	-0.0515918211937532	0.958853936404383	0.973040819134899
"ENSG00000143632.14"	208848.149974486	-0.0234508528116754	0.102295756113734	-0.22924560805438	0.818678026190448	0.87695305015697
"ENSG00000173641.17"	189003.620017337	-0.0399085545156107	0.0568317494021593	-0.702222876040737	0.482540181485424	0.605221910316414
"ENSG00000129991.12"	190656.914509373	0.111358093419828	0.0649909931177494	1.71343886402954	0.0866318315775342	0.163135996878096
"ENSG00000198695.2"	307861.18955637	-0.133936105106762	0.0808257048016031	-1.6570978927499	0.0974996851176504	0.179013581480079
"ENSG00000109846.7"	157881.188770241	-0.0489164177430622	0.0653359698230515	-0.748690466760375	0.454043790919496	0.579090852033188
"ENSG00000228253.1"	378423.078731632	0.224450900429704	0.065248089256408	3.43996127683785	0.000581797421625125	0.00264159121990653
"ENSG00000104879.4"	165543.074972636	0.0403456151799076	0.0651820995100827	0.618967714804381	0.535937627807512	0.653533985123488
"ENSG00000160808.9"	173215.90103126	0.0940031887647897	0.0575210445422327	1.63423994666459	0.102208477800012	0.185731206902211
"ENSG00000248527.1"	329349.280510094	0.227139096783885	0.07250409381819	3.13277616231513	0.00173161442729497	0.00656981725485783
"ENSG00000114854.7"	114225.516188127	-0.0152692784742556	0.0632225469667432	-0.241516345146419	0.809154949782282	0.869674332652236
"ENSG00000173991.5"	125318.166926093	-0.00344781028289106	0.0591757134638114	-0.0582639410845389	0.953538389545928	0.969580892189014
"ENSG00000128591.15"	125308.606475025	-0.141731550277482	0.0847657521167832	-1.67203790137101	0.0945168485072365	0.174680516480759
"ENSG00000174437.16"	78767.2835192737	-0.250420463028488	0.0679621239452012	-3.68470625241797	0.000228966551804033	0.00121008555993658
"ENSG00000148677.6"	106014.203374219	-0.256648415108943	0.0940495220754016	-2.72886463902689	0.00635527848217131	0.0194380720737015
"ENSG00000077522.12"	89782.2797056785	-0.156620445717971	0.0659731484269684	-2.37400290045804	0.0175964122620301	0.0448599781914548
"ENSG00000110955.8"	81571.6125839589	-0.12794116971665	0.0566162350518824	-2.25979649829075	0.0238338838443262	0.057286237326743
"ENSG00000197616.11"	126773.84858555	-0.0690643750618224	0.132446403454279	-0.521451494797771	0.602052287007092	0.709864295511763
"ENSG00000151729.10"	72245.4549340174	-0.130133508579764	0.0641275102867848	-2.02929301321373	0.0424284545263491	0.0917885815073843
"ENSG00000122367.19"	75023.9083167605	-0.0989400859128056	0.0628575302044768	-1.57403712158196	0.115478867670537	0.203967450886235
"ENSG00000152234.15"	60083.093652445	-0.130203731385289	0.0590550204771489	-2.20478682986269	0.0274690566543203	0.0644291602281987
"ENSG00000164309.14"	53678.9278784163	-0.266908919684975	0.0677504823896786	-3.9395870002785	8.16219991553335e-05	0.000507828003366529
"ENSG00000121769.7"	84007.4650687115	-0.0238966886072699	0.0556249962373616	-0.42960341975213	0.667484149041785	0.764199240630767
"ENSG00000149925.17"	87379.2705068683	-0.00209203182769117	0.0448077936227135	-0.04668901676584	0.962761084151845	0.975281427399036
"ENSG00000111640.14"	75656.2128787564	-0.0350967252199045	0.0434051662487844	-0.80858405238541	0.418754440937876	0.545710013587257
"ENSG00000198523.5"	44325.9231692214	-0.256282015754035	0.0726957952343383	-3.52540356602329	0.00042283809453694	0.00202736490160134
"ENSG00000111716.12"	50102.3899333216	-0.127105328645995	0.0613027340954889	-2.07340391128408	0.0381347052487553	0.0841850515357019
"ENSG00000198626.15"	46053.3403796743	-0.313385812128553	0.0735601952983474	-4.26026345984421	2.04186074266616e-05	0.000157353769674869
"ENSG00000167658.15"	70478.5143126899	-0.0723241901967063	0.0294725068301831	-2.45395448081255	0.0141294865798816	0.0374958658856501
"ENSG00000078114.18"	48678.8825410111	-0.184876424255209	0.0650106523761524	-2.84378663338912	0.00445808906360765	0.014423637215387
"ENSG00000197893.13"	49995.2640867594	-0.15046118685862	0.0692992637085392	-2.17118016565709	0.0299175560542243	0.068954027393305
"ENSG00000107317.12"	70093.1858703689	0.0811221738667566	0.0616311837002405	1.31625208208422	0.188089448145162	0.298297268895826
"ENSG00000036448.9"	49639.5222798093	-0.245675088814439	0.0760412936731613	-3.23081153603716	0.00123439301973951	0.00495364697198036
"ENSG00000115641.18"	43392.769403441	-0.109440132727414	0.0749575592584702	-1.4600279652922	0.144282388301341	0.242763636701192
"ENSG00000168334.8"	53797.0635169067	-0.175435803683958	0.109615178268005	-1.60046999380893	0.109494358384794	0.195792842085475
"ENSG00000101605.12"	36612.6566339436	-0.266180683426706	0.0671478321651664	-3.9640994332024	7.36735416252444e-05	0.000466505650052696
"ENSG00000118729.11"	36512.5212715997	-0.242485711660289	0.0607043380608626	-3.99453678939998	6.48208562578794e-05	0.000418086148075692
"ENSG00000131730.15"	36657.8956208457	-0.155565107046455	0.0763681717169045	-2.03704113309315	0.041645920184243	0.0903619448642984
"ENSG00000129170.8"	39565.4265713439	-0.145571067566682	0.0772725955823564	-1.88386408492689	0.0595833623775188	0.120905642492907
"ENSG00000022267.16"	53064.6959368787	-0.247973927051742	0.0684916283979726	-3.62049980197407	0.000294034475998952	0.001492960650002
"ENSG00000172399.5"	33681.78654148	-0.187550927848572	0.0583783491482085	-3.21267953933445	0.00131502927829549	0.00522153114311359
"ENSG00000138029.13"	33593.4481782575	-0.228011310611836	0.0656929575464246	-3.47086383575746	0.000518786996278566	0.00240561809662071
"ENSG00000099204.18"	44140.8853395779	-0.191548737755915	0.0423933269789671	-4.51837002203081	6.23175098071471e-06	5.73987956566863e-05
"ENSG00000014641.17"	34010.7707731372	-0.135823749817151	0.0658414322839545	-2.06289178569785	0.0391229107395827	0.0859787792719425
"ENSG00000101210.10"	46696.0319686857	-0.0214072322942385	0.0624019057172939	-0.343054143109379	0.731557728499361	0.812729769497621
"ENSG00000130528.11"	35701.0642378285	-0.153369982616716	0.0612062114335053	-2.50579114479807	0.0122177764870757	0.0332716472718631
"ENSG00000077157.21"	33158.3219678856	-0.22245855497871	0.0638263629946036	-3.48537100566921	0.000491455114698259	0.0022985218508494
"ENSG00000198959.11"	45634.2740337499	-0.123807201713041	0.0483652302505618	-2.55983898084726	0.0104720671001113	0.0292713624732226
"ENSG00000172270.18"	59797.678037763	0.00518992801095527	0.0418534212226328	0.124002479590575	0.901313311788571	0.934599600180896
"ENSG00000197746.13"	52695.1648710763	-0.070538685723163	0.0233230915360061	-3.02441404966686	0.00249115244745182	0.00891365485103854
"ENSG00000211445.11"	47564.2198533645	-0.0115082914130198	0.0450875686819047	-0.255243113555567	0.798535333742894	0.862456858879165
"ENSG00000178104.19"	28594.377448517	-0.23028465939406	0.0622693304552159	-3.6982035572019	0.000217130736460898	0.00115756857888858
"ENSG00000096384.19"	45365.8693772734	-0.0992164329819099	0.0381388055909077	-2.60145621879578	0.00928289130632153	0.0265631376701928
"ENSG00000106211.8"	57262.7843724402	0.0544594149331097	0.0650283895081911	0.837471377424316	0.40232765915176	0.530199076082946
"ENSG00000109971.13"	37901.9049585325	-0.134370803235585	0.0508046647711244	-2.64485168519323	0.00817267301618982	0.023951871686875
"ENSG00000103034.14"	31793.3989227337	-0.125923322008069	0.058091971031044	-2.16765449292083	0.0301849843124707	0.06949339544582
"ENSG00000133112.16"	57413.0151491088	-0.00378730328377286	0.0223853732814431	-0.169186514611862	0.865649936663597	0.91026195006735
"ENSG00000101608.12"	40450.1307236495	-0.0953620804679045	0.0614376697405062	-1.55217606511908	0.120620101449326	0.210973187042018
