"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	-0.330176266359947	0.149513489876627	-2.20833763316204	0.0272207458071095	0.0802649809245473
"ENSG00000198886.2"	5576956.12609384	-0.487453562349355	0.133504020039122	-3.65122759753984	0.000260989821702458	0.00311774664344225
"ENSG00000210082.2"	3982398.69677321	-0.497625377311797	0.143852841761523	-3.45926692318496	0.000541647837721373	0.00503123034360341
"ENSG00000198938.2"	3455068.27427182	-0.457371025428107	0.136753325421791	-3.34449655258787	0.000824320541399026	0.00671167061320023
"ENSG00000198727.2"	3076679.79858611	-0.409620778491469	0.130392594600945	-3.14144204082354	0.00168118080116012	0.0109948032629259
"ENSG00000198899.2"	2670568.27446383	-0.423374767785793	0.128470727971325	-3.29549598162385	0.000982481085824784	0.00759746772664321
"ENSG00000198712.1"	2620906.49784817	-0.43896883022328	0.126806794731834	-3.46171379184841	0.000536747623035882	0.00500810441239056
"ENSG00000092054.12"	871594.867055917	0.0843651408485753	0.118984434124605	0.709043510348796	0.478297476445056	0.622978652382409
"ENSG00000198888.2"	2226838.9441465	-0.423938399405735	0.128434516683571	-3.30081360021161	0.000964049079617405	0.00748278567993198
"ENSG00000198763.3"	2017405.95425166	-0.425411683963204	0.122475596720397	-3.47344038612351	0.000513831495239418	0.00488012686011959
"ENSG00000198786.2"	1138906.55226566	-0.224204798199216	0.125282862041998	-1.78958873180959	0.0735200513017027	0.165840391566503
"ENSG00000111245.14"	423317.999559532	0.0445492907508763	0.109807089331979	0.405705050756703	0.684959330728526	0.790808607686991
"ENSG00000175084.11"	576400.599825655	0.0360543917982553	0.0827656658336793	0.435620150397967	0.663112348390033	0.77408128284459
"ENSG00000159251.6"	304824.787468764	0.0475388778564063	0.139638906692201	0.340441492865551	0.73352407595002	0.824429210058153
"ENSG00000198125.12"	315080.654165816	-0.00571779800078373	0.111279956848362	-0.0513821011682744	0.95902104713013	0.975258307937661
"ENSG00000198840.2"	688935.83424229	-0.434740599894559	0.130685015782022	-3.32662927951656	0.000879032338130848	0.00700069356510452
"ENSG00000140416.19"	290034.5035323	0.118214416537085	0.0955360563770684	1.23738011615749	0.215945997152279	0.357845756688085
"ENSG00000212907.2"	615124.124867481	-0.460392420065271	0.135298162564233	-3.40279876193218	0.000666993877240329	0.00582037954269466
