"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.0492321959326161	0.112143202326834	0.439011860827124	0.660652942135558	0.79503220946127
"ENSG00000198886.2"	5576956.12609384	0.235943816736042	0.0877397140862925	2.68913364025771	0.00716377333207186	0.0359282592207847
"ENSG00000210082.2"	3982398.69677321	0.210581131783726	0.085416296214039	2.46535077166124	0.0136879178547277	0.0575773706727094
"ENSG00000198938.2"	3455068.27427182	0.176298864672651	0.0862282909500813	2.04455942162547	0.0408983134992997	0.126250655856545
"ENSG00000198727.2"	3076679.79858611	0.178461813090916	0.0873296795592748	2.04354137094692	0.040998876333862	0.126482876303242
"ENSG00000198899.2"	2670568.27446383	0.160233193986698	0.0836739533490401	1.91497099842165	0.0554962022838523	0.156807867920222
"ENSG00000198712.1"	2620906.49784817	0.163960521825195	0.0864935715538601	1.89563824085002	0.0580078969728881	0.161762385916686
"ENSG00000092054.12"	871594.867055917	-0.00685603700717659	0.089231628288561	-0.0768341577832161	0.938755477064674	0.969317260817876
"ENSG00000198888.2"	2226838.9441465	0.146605752407502	0.088750857007862	1.65187985051811	0.098559046423993	0.233875117196434
"ENSG00000198763.3"	2017405.95425166	0.196993855755308	0.0822704735290311	2.39446604966719	0.0166445842962598	0.0662832270743932
"ENSG00000198786.2"	1138906.55226566	-0.0431378817228527	0.0950177987366621	-0.453997906670177	0.649830333472213	0.78663506080504
"ENSG00000111245.14"	423317.999559532	0.0112320944170497	0.0854061358691702	0.131513904741641	0.895368787715821	0.945272901591934
"ENSG00000175084.11"	576400.599825655	0.0280320177074562	0.0608002068201869	0.461051354485672	0.644761761256668	0.782853308820298
"ENSG00000159251.6"	304824.787468764	-0.122449498792642	0.1013875377891	-1.20773717818608	0.227148372613887	0.41088850850172
"ENSG00000198125.12"	315080.654165816	0.0131420193030731	0.0880329525825417	0.149285226923984	0.881328571853085	0.937809230743006
"ENSG00000198840.2"	688935.83424229	0.240978296844357	0.08471272119208	2.84465300433397	0.00444598272896604	0.0256118566576786
"ENSG00000140416.19"	290034.5035323	-0.00956774248822562	0.0715782859389555	-0.133668225813417	0.893664931766419	0.944441778306515
"ENSG00000212907.2"	615124.124867481	0.194299225812046	0.0920647442580722	2.11046288541674	0.034818504781597	0.112432690537315
"ENSG00000155657.26"	193361.296419879	-0.0748644722486671	0.0777004988002429	-0.963500536092223	0.33529639525673	0.526373164905863
"ENSG00000211459.2"	464322.055124858	0.231780100879153	0.0870374292442088	2.66299341434852	0.00774489298794396	0.0380701602741373
"ENSG00000118194.18"	266179.273849126	0.0635149960384935	0.0736548603525474	0.862332719585379	0.388504452466604	0.577745584630259
"ENSG00000134571.10"	171535.277666437	0.055035099902623	0.0893447544355521	0.615985798498355	0.53790389278998	0.702888682609019
"ENSG00000143632.14"	208848.149974486	-0.118241543648039	0.131147245633598	-0.901593800745034	0.367272685341373	0.558108699549861
"ENSG00000173641.17"	189003.620017337	-0.00711052189455144	0.0729930733101258	-0.0974136527221008	0.922397902989659	0.960601155971165
"ENSG00000129991.12"	190656.914509373	0.167839224215777	0.083283964253239	2.01526459169779	0.0438769328651624	0.13280127576662
"ENSG00000198695.2"	307861.18955637	-0.148037784143732	0.103799011924768	-1.42619646756394	0.153811639011694	0.317638150192015
"ENSG00000109846.7"	157881.188770241	-0.0229613824536417	0.0839154360037048	-0.2736252535544	0.784372624865031	0.877576203014614
"ENSG00000228253.1"	378423.078731632	0.167904791235588	0.0847143375825783	1.98201149919772	0.0474779536502941	0.140480938959814
"ENSG00000104879.4"	165543.074972636	0.0975680146660779	0.0835387568605802	1.16793711485211	0.242832131744392	0.429120909059948
"ENSG00000160808.9"	173215.90103126	0.137289557978625	0.073745107898155	1.86167682022009	0.0626486578026974	0.170698957255008
"ENSG00000248527.1"	329349.280510094	0.181773270525823	0.0938430563390026	1.93699222528705	0.0527462937479746	0.151490074587872
"ENSG00000114854.7"	114225.516188127	0.0427160576340072	0.0811120511246199	0.526630223767596	0.598450399270842	0.750460709178573
"ENSG00000173991.5"	125318.166926093	-0.0103432954271762	0.0759439044802755	-0.136196518969638	0.891665926986727	0.94314167777985
"ENSG00000128591.15"	125308.606475025	-0.164618599153129	0.108901126868149	-1.51163356970989	0.130627106750165	0.284072417807186
"ENSG00000174437.16"	78767.2835192737	-0.140465883852145	0.0885307511938477	-1.58663381884764	0.112595603322784	0.256666562058449
