"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	-0.267292027320816	0.108397814923617	-2.46584331528421	0.0136691112647421	0.0256724637748615
"ENSG00000198886.2"	5576956.12609384	-0.394512013785396	0.0963629117888974	-4.09402337955141	4.23951534261555e-05	0.000162693196571177
"ENSG00000210082.2"	3982398.69677321	-0.48214734503741	0.10331245059848	-4.66688518416099	3.05800094917518e-06	1.7308299262865e-05
"ENSG00000198938.2"	3455068.27427182	-0.458306955747658	0.0978972270596911	-4.68151110621563	2.84767966042561e-06	1.63142585787279e-05
"ENSG00000198727.2"	3076679.79858611	-0.351680930081196	0.0940856738102657	-3.73787969877752	0.000185578700562892	0.000586457874299751
"ENSG00000198899.2"	2670568.27446383	-0.416502121884149	0.0920565497471667	-4.52441594897997	6.05625145036087e-06	3.07892058832153e-05
"ENSG00000198712.1"	2620906.49784817	-0.368680813569971	0.0914275832509922	-4.03248998234863	5.51889682769375e-05	0.000204972321673556
"ENSG00000092054.12"	871594.867055917	0.338904003786136	0.0844761412161302	4.0118310200635	6.02496211341375e-05	0.000220806001218212
"ENSG00000198888.2"	2226838.9441465	-0.304058757214274	0.0931644585451884	-3.26367760798817	0.00109976229398448	0.00279636528194951
"ENSG00000198763.3"	2017405.95425166	-0.316768386173282	0.0887530659576495	-3.56909795459274	0.000358212482784832	0.00104397301876749
"ENSG00000198786.2"	1138906.55226566	-0.145061521332791	0.0910768465122294	-1.59273763736772	0.111219060406272	0.160668378898888
"ENSG00000111245.14"	423317.999559532	0.196579749550884	0.0791064200080756	2.48500373965623	0.0129550073704642	0.0244844333899088
"ENSG00000175084.11"	576400.599825655	0.219911874917878	0.0588706369025919	3.73551037475179	0.000187334855550001	0.00059155751839351
"ENSG00000159251.6"	304824.787468764	0.474732875314806	0.098247656497586	4.83200202669944	1.35166878790539e-06	8.78126638774508e-06
"ENSG00000198125.12"	315080.654165816	0.237623519502397	0.0797889215322393	2.97815179023799	0.00289992330291809	0.00655738940495616
"ENSG00000198840.2"	688935.83424229	-0.418806994904295	0.0937334331117367	-4.4680641794593	7.8930627217549e-06	3.86753865687876e-05
"ENSG00000140416.19"	290034.5035323	0.296096367830098	0.0675958015981419	4.38039583568217	1.1846391221784e-05	5.47116226163972e-05
"ENSG00000212907.2"	615124.124867481	-0.330887256820111	0.0980953463810417	-3.37311879744848	0.000743218790150238	0.00197565391672897
"ENSG00000155657.26"	193361.296419879	0.431167046493784	0.0791129911415581	5.45001573410731	5.03653640838625e-08	6.29466017218625e-07
"ENSG00000211459.2"	464322.055124858	-0.486829512161142	0.101410460896852	-4.80058475088002	1.58203005348285e-06	1.00111867528362e-05
"ENSG00000118194.18"	266179.273849126	0.250516389745148	0.0678186024721617	3.69391849158172	0.000220824611047609	0.000682775450610106
"ENSG00000134571.10"	171535.277666437	0.3188409906938	0.0827904030791137	3.8511829733347	0.000117548629510337	0.000394535945592875
"ENSG00000143632.14"	208848.149974486	0.318714422081235	0.143076926635384	2.22757386237017	0.0259089452519986	0.0451238258875573
"ENSG00000173641.17"	189003.620017337	0.286393378296623	0.0712773558018216	4.0180135061815	5.86908339205892e-05	0.000216046421290251
"ENSG00000129991.12"	190656.914509373	0.0214460448248422	0.0760802685253401	0.281887081112223	0.778030095797314	0.823114621216033
"ENSG00000198695.2"	307861.18955637	-0.0946829114005208	0.0955676230825852	-0.9907425584782	0.321811304175801	0.399315849002446
"ENSG00000109846.7"	157881.188770241	0.324985999283819	0.0827911334141409	3.92537202816347	8.65957980939185e-05	0.000302757278941995
"ENSG00000228253.1"	378423.078731632	-0.422371955620313	0.0915833463415986	-4.61188603051148	3.99031772499105e-06	2.16179800053265e-05
"ENSG00000104879.4"	165543.074972636	0.25742683521133	0.0753887700044534	3.4146575835648	0.000638622400350902	0.00173235102200336
"ENSG00000160808.9"	173215.90103126	0.1660968703673	0.0660216511181874	2.51579394871487	0.0118764594141813	0.022692114165515
"ENSG00000248527.1"	329349.280510094	-0.379119157950753	0.0993938664088785	-3.81431140218616	0.000136563181103075	0.00044904222671457
"ENSG00000114854.7"	114225.516188127	0.303685627262759	0.0756306729886538	4.01537650350299	5.93509707510131e-05	0.000218111307508753
"ENSG00000173991.5"	125318.166926093	0.31651252180495	0.0722661700771402	4.37981591479236	1.18779607430854e-05	5.48269419667402e-05
"ENSG00000128591.15"	125308.606475025	0.442784194936492	0.110683395195045	4.00045728770988	6.3220197709425e-05	0.00023040516921857
"ENSG00000174437.16"	78767.2835192737	0.469004624078942	0.0987257928263696	4.7505784522165	2.0283558126807e-06	1.23079267610946e-05
"ENSG00000148677.6"	106014.203374219	0.20039867082118	0.11900254614638	1.68398641298546	0.0921842945925923	0.136712973431445
"ENSG00000077522.12"	89782.2797056785	0.325144510555347	0.0844025366778478	3.85230732811238	0.000117010037190264	0.000392939918719656
"ENSG00000110955.8"	81571.6125839589	0.36508552940823	0.0734296117250868	4.97191147864263	6.62959768096928e-07	4.87795110148909e-06
"ENSG00000197616.11"	126773.84858555	0.475816189441871	0.152916861009342	3.11160055406057	0.00186076090620779	0.00443921333942221
"ENSG00000151729.10"	72245.4549340174	0.380737974347216	0.081202839508166	4.68872734812343	2.74909379668809e-06	1.58625067161991e-05
"ENSG00000122367.19"	75023.9083167605	0.3179839136085	0.0761497212784268	4.17577252116069	2.96976479862972e-05	0.000120458184483482
"ENSG00000152234.15"	60083.093652445	0.389612050111477	0.0757005362070836	5.1467541662541	2.6503228464382e-07	2.32729723946746e-06
"ENSG00000164309.14"	53678.9278784163	0.506035417944241	0.0929081972278557	5.44661755413463	5.13366793956568e-08	6.39680693609581e-07
"ENSG00000121769.7"	84007.4650687115	0.234969467254189	0.0662697916637158	3.54564970486908	0.000391646453825005	0.00112887130184744
"ENSG00000149925.17"	87379.2705068683	0.195197665724082	0.0532045651009011	3.66881423340075	0.000243678055453305	0.000744294744448072
"ENSG00000111640.14"	75656.2128787564	0.199679653524755	0.0537725828744783	3.71341012186207	0.00020448510699972	0.000638193281345026
