"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.374121429802822	0.0783441019142323	4.77536177787057	1.79384468673474e-06	6.27946333294951e-06
"ENSG00000198886.2"	5576956.12609384	0.515652738152078	0.067817667208254	7.60351630156513	2.88190931701285e-14	6.73750964506894e-13
"ENSG00000210082.2"	3982398.69677321	0.651417721085739	0.0713422248630028	9.13088598423506	6.79409662187703e-20	1.56924759474743e-17
"ENSG00000198938.2"	3455068.27427182	0.561426301819058	0.0686888804752509	8.1734670580538	2.99651206015133e-16	1.3867902289513e-14
"ENSG00000198727.2"	3076679.79858611	0.487016398818506	0.0662243415282313	7.35403912790726	1.92305400784576e-13	3.38059071358086e-12
"ENSG00000198899.2"	2670568.27446383	0.494960072823968	0.0650358410295028	7.6105738772477	2.72881532244026e-14	6.41567372462509e-13
"ENSG00000198712.1"	2620906.49784817	0.42534622721004	0.0653475092026488	6.50898913210297	7.56581956247625e-11	6.64540031640739e-10
"ENSG00000092054.12"	871594.867055917	-0.225321507566309	0.062521060551899	-3.60392970908209	0.000313441857282006	0.000719169162058465
"ENSG00000198888.2"	2226838.9441465	0.443225507307026	0.0659312502296553	6.72254061257991	1.78582939011018e-11	1.82721551010248e-10
"ENSG00000198763.3"	2017405.95425166	0.437427949148244	0.0626964079316248	6.97692202119924	3.01717058602863e-12	3.81141885221446e-11
"ENSG00000198786.2"	1138906.55226566	0.246939913013802	0.0661059967922107	3.73551455233331	0.000187331745403787	0.00044859272238624
"ENSG00000111245.14"	423317.999559532	-0.110879376929325	0.0584940016003118	-1.89556833001376	0.058017148359112	0.0839903526097179
"ENSG00000175084.11"	576400.599825655	-0.180922273552845	0.043148511095076	-4.193013129797	2.75273504123604e-05	7.669716922108e-05
"ENSG00000159251.6"	304824.787468764	-0.37882660912036	0.0718705619648834	-5.27095654693027	1.3571460003504e-07	5.88867750543411e-07
