"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.050935404312714	0.0920695092651751	0.55322771587727	0.580107490663835	0.685699665245612
"ENSG00000198886.2"	5576956.12609384	-0.184327170499939	0.0721158005344237	-2.55598868949603	0.0105886560589951	0.029596020166227
"ENSG00000210082.2"	3982398.69677321	-0.131181177595802	0.0704140818287209	-1.86299635227644	0.0624627794399342	0.123490883784618
"ENSG00000198938.2"	3455068.27427182	-0.134101854839145	0.0708803390255118	-1.89194714194127	0.058498023823585	0.117222765810477
"ENSG00000198727.2"	3076679.79858611	-0.126057713439128	0.0718201537558108	-1.75518579182836	0.0792275333891354	0.14937672489812
"ENSG00000198899.2"	2670568.27446383	-0.119726826104379	0.068768442558199	-1.74101407056084	0.0816811121689992	0.152908834921971
"ENSG00000198712.1"	2620906.49784817	-0.133798902718023	0.0710316348984221	-1.88365230378494	0.0596120220093686	0.118933393124119
"ENSG00000092054.12"	871594.867055917	0.155160118138244	0.0727435970683037	2.13297285797614	0.0329269528013933	0.0738976505013108
"ENSG00000198888.2"	2226838.9441465	-0.100930499990777	0.0729589973739179	-1.38338660924168	0.166546354242814	0.267238592713737
"ENSG00000198763.3"	2017405.95425166	-0.156259045859972	0.0675730660369889	-2.31244569803059	0.0207531345101717	0.0509915540556356
"ENSG00000198786.2"	1138906.55226566	0.0846076489277691	0.0779206773347097	1.08581767794876	0.277559663658871	0.396938625219954
"ENSG00000111245.14"	423317.999559532	0.047333172254952	0.0700762299289457	0.675452607866403	0.499388251541362	0.615263087202563
"ENSG00000175084.11"	576400.599825655	0.0338430855790144	0.0499011204250345	0.678202919909509	0.497643041456223	0.613840084887764
"ENSG00000159251.6"	304824.787468764	0.139798101809644	0.0830663074682804	1.68296997989259	0.0923809030287759	0.168783466586245
"ENSG00000198125.12"	315080.654165816	0.0803923575753484	0.0721477240966711	1.11427433896086	0.26516151216199	0.3833369920697
"ENSG00000198840.2"	688935.83424229	-0.220534216305066	0.0693476956824057	-3.18012320575228	0.00147212447715617	0.00599474542626898
"ENSG00000140416.19"	290034.5035323	0.137504295259082	0.0582424097717441	2.36089639487739	0.0182308230555432	0.046036385096751
"ENSG00000212907.2"	615124.124867481	-0.15883553150583	0.0756028169292299	-2.10092081164796	0.0356479181878172	0.0787789009195313
"ENSG00000155657.26"	193361.296419879	0.221876242178968	0.0626255750096305	3.54290147667065	0.000395750524159389	0.00203550975346023
"ENSG00000211459.2"	464322.055124858	-0.117523144851683	0.0719551186526816	-1.63328401164833	0.102409277831525	0.182954336097388
"ENSG00000118194.18"	266179.273849126	0.0306595459509126	0.0605218287020336	0.506586575595037	0.612444929569112	0.714089961088126
"ENSG00000134571.10"	171535.277666437	0.0431506234589065	0.0733632334132813	0.588177775859791	0.556412972948813	0.664686490441509
"ENSG00000143632.14"	208848.149974486	0.0477436639716137	0.107770543393201	0.443012185597143	0.657756920752113	0.751993335725439
"ENSG00000173641.17"	189003.620017337	0.119091580160689	0.0595449018580066	2.00002983369894	0.0454970424919849	0.0957709291315935
"ENSG00000129991.12"	190656.914509373	-0.0512650695167329	0.068754021777971	-0.74563012011551	0.45589088274333	0.575419312507901
"ENSG00000198695.2"	307861.18955637	0.166216619650689	0.0850451428681899	1.95445164820647	0.0506478277494127	0.104455129178971
"ENSG00000109846.7"	157881.188770241	0.119663462943169	0.0685653158103823	1.7452477470402	0.0809417532198818	0.15191040694895
"ENSG00000228253.1"	378423.078731632	-0.128227022204852	0.069612085701338	-1.84202241482886	0.0654718712350834	0.128021025625784
"ENSG00000104879.4"	165543.074972636	0.058744101318662	0.0686507447003973	0.855695033972764	0.392166487805494	0.515746454273601
"ENSG00000160808.9"	173215.90103126	0.0266309672615702	0.0608442992597011	0.437690425982252	0.66161071068874	0.755015999154283
"ENSG00000248527.1"	329349.280510094	-0.195660810072324	0.0767542798426767	-2.54918436435558	0.0107975202084586	0.0300598819901111
"ENSG00000114854.7"	114225.516188127	0.100643109117166	0.0663834070485244	1.51608833580353	0.129497017311724	0.219759262526449
"ENSG00000173991.5"	125318.166926093	0.0651254500755595	0.0622495039308626	1.04620030623683	0.295468561558409	0.416042802790063
"ENSG00000128591.15"	125308.606475025	0.128354477805404	0.0893792661322196	1.43606546976485	0.150983712588745	0.24737147685774
"ENSG00000174437.16"	78767.2835192737	0.238709275969036	0.0716839724584256	3.3300229853679	0.000868388152037731	0.00388885167564181
"ENSG00000148677.6"	106014.203374219	0.215099564122855	0.09944971588617	2.16289772380101	0.0305490468911992	0.0697525392838659
"ENSG00000077522.12"	89782.2797056785	0.190082509751123	0.0692710055804695	2.74404143780346	0.0060687876765758	0.018914097789363
"ENSG00000110955.8"	81571.6125839589	0.1826387780334	0.0592139753229804	3.08438636381367	0.00203972514711358	0.0078028474171804
"ENSG00000197616.11"	126773.84858555	0.107679537825327	0.139576449419099	0.771473542087342	0.440426298988191	0.561151326360758
"ENSG00000151729.10"	72245.4549340174	0.171337637887302	0.0673064481279232	2.54563481884612	0.0109079233472083	0.0303036306589694
"ENSG00000122367.19"	75023.9083167605	0.0908074206576958	0.0662967180780531	1.3697121560495	0.170776772553981	0.272520075420018
"ENSG00000152234.15"	60083.093652445	0.172063547605661	0.0619203210154354	2.77878965715906	0.00545618435100333	0.0173517271286265
"ENSG00000164309.14"	53678.9278784163	0.285241780287392	0.0711380614088323	4.00969290754355	6.07977660810375e-05	0.000437241344034817
"ENSG00000121769.7"	84007.4650687115	0.079795529602751	0.0584562845021268	1.36504620987069	0.17223852666444	0.274326561005047
"ENSG00000149925.17"	87379.2705068683	0.0795235647354071	0.0469959335529659	1.69213714301008	0.090619827921417	0.166210707968733
"ENSG00000111640.14"	75656.2128787564	0.0822746059968449	0.0455366240311001	1.80677877966215	0.0707967786455559	0.136302228443634
"ENSG00000198523.5"	44325.9231692214	0.292860048334038	0.0761697557028248	3.84483376153426	0.000120634190852192	0.000771960818102878
"ENSG00000111716.12"	50102.3899333216	0.200279178802947	0.0639964748137841	3.12953454679677	0.00175083483616045	0.00689424015545055
"ENSG00000198626.15"	46053.3403796743	0.33555680570865	0.0772473925660184	4.34392404147326	1.39959925885123e-05	0.000132237900034883
"ENSG00000167658.15"	70478.5143126899	0.0846645764039862	0.0309638525319327	2.73430369546788	0.00625123577537006	0.0193907165638141
"ENSG00000078114.18"	48678.8825410111	0.219376799075148	0.0682333194217099	3.21509785738709	0.00130400060884586	0.00544118341648303
"ENSG00000197893.13"	49995.2640867594	0.152772199044798	0.0729994685184803	2.09278508659448	0.036368343690639	0.0799322203805617
"ENSG00000107317.12"	70093.1858703689	0.0173939025479487	0.0651074416696656	0.267156904063284	0.789348356080929	0.853605593801926
"ENSG00000036448.9"	49639.5222798093	0.2770423986119	0.0798371732939721	3.4700927798607	0.000520278612058455	0.00254940605331588
