"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.0564996322681989	0.0988735419844407	0.571433278652948	0.567705976135116	0.853309823277174
"ENSG00000198886.2"	5576956.12609384	-0.00563917920479519	0.0781721430834229	-0.072137963504176	0.942492114403636	0.983160235578046
"ENSG00000210082.2"	3982398.69677321	0.0135460795801563	0.0759812631577884	0.178281842354023	0.858501638074085	0.957885918601376
"ENSG00000198938.2"	3455068.27427182	0.0335019931067045	0.0764863379611155	0.438012774565523	0.661377023096216	0.890266746591181
"ENSG00000198727.2"	3076679.79858611	-0.00135592606911641	0.0774734818973486	-0.0175018088242503	0.986036289835031	0.996998473355832
"ENSG00000198899.2"	2670568.27446383	0.0190614149534245	0.0741732090422696	0.256985172942454	0.797190219065969	0.938819518834967
"ENSG00000198712.1"	2620906.49784817	0.0173812146804346	0.0766608816664635	0.226728603984192	0.820634783501618	0.946550525487595
"ENSG00000092054.12"	871594.867055917	-0.0838239627142563	0.0785632514248436	-1.06696147618642	0.285989232306386	0.677005453657889
"ENSG00000198888.2"	2226838.9441465	0.0246451790141082	0.07856020282099	0.313710735577728	0.753740746299993	0.924846773549841
"ENSG00000198763.3"	2017405.95425166	-0.0150672518565698	0.0731448531461739	-0.205991962639656	0.836797189560926	0.95133248587983
"ENSG00000198786.2"	1138906.55226566	0.0585062321979936	0.083752692823724	0.698559416126868	0.484827413859165	0.808380689803298
"ENSG00000111245.14"	423317.999559532	-0.109756488905878	0.0750906844400508	-1.46165253019504	0.143836451623429	0.533279815508337
"ENSG00000175084.11"	576400.599825655	-0.0856276136701477	0.053419881544958	-1.60291657700671	0.10895307331866	0.481938270974142
"ENSG00000159251.6"	304824.787468764	-0.0377698177878683	0.0895697695096141	-0.421680417340074	0.673258299914972	0.895799596171514
"ENSG00000198125.12"	315080.654165816	-0.11008602787125	0.0774126358420433	-1.42206794373822	0.155006527688849	0.546657542143288
"ENSG00000198840.2"	688935.83424229	0.0238660950715556	0.0755608235863755	0.315852765213361	0.752114265752127	0.924667496795491
"ENSG00000140416.19"	290034.5035323	-0.0648795143691193	0.0630216632258081	-1.02947956382323	0.303254378125505	0.691721998342009
"ENSG00000212907.2"	615124.124867481	-0.00834140407595353	0.0816952639503728	-0.102103887944112	0.918674215012465	0.97590783204009
"ENSG00000155657.26"	193361.296419879	-0.000387883476669203	0.0686207645376374	-0.00565256710971873	0.995489927991538	0.999130712623667
"ENSG00000211459.2"	464322.055124858	0.0188361618125909	0.0775620606056223	0.242852777060251	0.808119448947364	0.94303270524428
