"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.479045156985666	0.0823632659643074	5.81624770918219	6.01832633297483e-09	2.05985172481305e-08
"ENSG00000198886.2"	5576956.12609384	0.640856976574814	0.0702416246901492	9.12360696953937	7.26647182423924e-20	1.33524776418504e-18
"ENSG00000210082.2"	3982398.69677321	0.794381575187019	0.0735431874461353	10.8015657571117	3.38383296052915e-27	5.49861797808338e-25
"ENSG00000198938.2"	3455068.27427182	0.684525150527601	0.0711201167374803	9.6249160143301	6.27581711930525e-22	1.85528377194016e-20
"ENSG00000198727.2"	3076679.79858611	0.581992877596104	0.0692257605512094	8.40717202616471	4.20014817047559e-17	4.6042364997515e-16
"ENSG00000198899.2"	2670568.27446383	0.610067749609524	0.0673329880328184	9.0604585869882	1.29903247097922e-19	2.27761250306668e-18
"ENSG00000198712.1"	2620906.49784817	0.556964424701577	0.0675871644649545	8.24068340654202	1.71229765387381e-16	1.69134462735839e-15
"ENSG00000092054.12"	871594.867055917	-0.383484762257854	0.0648307771752109	-5.91516528054958	3.31542486316803e-09	1.17469136309083e-08
"ENSG00000198888.2"	2226838.9441465	0.534931861716875	0.0689708390687946	7.75591349821495	8.77097968407907e-15	6.57017465819746e-14
"ENSG00000198763.3"	2017405.95425166	0.533637086448407	0.0653716169438172	8.16313120887058	3.26449562293319e-16	3.04927059896261e-15
"ENSG00000198786.2"	1138906.55226566	0.319182778625479	0.06979925851142	4.57286775579797	4.81093803361717e-06	1.14218431428371e-05
"ENSG00000111245.14"	423317.999559532	-0.186878098323707	0.0618567274033315	-3.0211442824187	0.00251821333475327	0.00416635522250854
"ENSG00000175084.11"	576400.599825655	-0.224300690838315	0.0455993404415485	-4.91894594672558	8.70114912703263e-07	2.27641765333353e-06
"ENSG00000159251.6"	304824.787468764	-0.517190430577923	0.0750377249321259	-6.8924055339596	5.48567204584084e-12	2.77373964620083e-11
"ENSG00000198125.12"	315080.654165816	-0.239804555673081	0.0621941095186785	-3.85574385627406	0.000115378250053666	0.00023047839087532
"ENSG00000198840.2"	688935.83424229	0.633340205893128	0.0683974210272126	9.25970886594023	2.049903785088e-20	4.24352272313555e-19
"ENSG00000140416.19"	290034.5035323	-0.30144469434693	0.0521089955912203	-5.78488782842169	7.2560732258939e-09	2.46146121629382e-08
"ENSG00000212907.2"	615124.124867481	0.594727270701638	0.072272859828683	8.22891569686589	1.88915670408481e-16	1.84987057806052e-15
