"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	0.400827491952262	0.0766168885718487	5.23158143620489	1.68065963803271e-07	4.61597709404992e-07
"ENSG00000198886.2"	5576956.12609384	0.586673268052297	0.0651978278624627	8.99835603863839	2.29122717524528e-19	2.65103391372666e-18
"ENSG00000210082.2"	3982398.69677321	0.742484498054776	0.0681062215909869	10.901860075483	1.12924842802241e-27	4.26222842279791e-26
"ENSG00000198938.2"	3455068.27427182	0.646677941244294	0.0655322500778365	9.86808694156231	5.72459539645831e-23	1.07545547451865e-21
"ENSG00000198727.2"	3076679.79858611	0.553038261360482	0.06369944631635	8.68199479496153	3.88887225178413e-18	3.82152649562898e-17
"ENSG00000198899.2"	2670568.27446383	0.569652330609865	0.0622846987811379	9.14594341399265	5.91116321311146e-20	7.28614481948637e-19
"ENSG00000198712.1"	2620906.49784817	0.516179867968191	0.0625252993642371	8.25553613044247	1.51221869339167e-16	1.20817446667992e-15
"ENSG00000092054.12"	871594.867055917	-0.260949356589654	0.0610498806931995	-4.27436308845599	1.91684448003376e-05	4.14105566231211e-05
"ENSG00000198888.2"	2226838.9441465	0.516489087074596	0.0632132151390036	8.17058720931778	3.06892006813139e-16	2.35447698851928e-15
"ENSG00000198763.3"	2017405.95425166	0.532064333845883	0.0595059256212163	8.94136723849534	3.84384693103073e-19	4.30936412686348e-18
"ENSG00000198786.2"	1138906.55226566	0.228247459318997	0.0651841872740889	3.50157712880969	0.000462513076498304	0.000835145205034014
"ENSG00000111245.14"	423317.999559532	-0.127057525179556	0.0574575723885745	-2.21132776582154	0.0270131479462059	0.0378472738182191
"ENSG00000175084.11"	576400.599825655	-0.17675010533509	0.0424482914070806	-4.16389210204129	3.12868009359454e-05	6.57154720164701e-05
"ENSG00000159251.6"	304824.787468764	-0.384937980095605	0.0704611572798142	-5.4631231582948	4.67829785941828e-08	1.37042659896482e-07
"ENSG00000198125.12"	315080.654165816	-0.120078210111906	0.0582693677950493	-2.06074331429606	0.0393275349874967	0.0536727236111066
"ENSG00000198840.2"	688935.83424229	0.602847376746314	0.0628643593614884	9.58965275188388	8.83819633750131e-22	1.39789402516505e-20
"ENSG00000140416.19"	290034.5035323	-0.214150469912527	0.0489937005790515	-4.3709796847657	1.23690302095674e-05	2.73548394487335e-05
"ENSG00000212907.2"	615124.124867481	0.531495959962489	0.0671844864747919	7.91099237116161	2.55345179361078e-15	1.75135015502859e-14
"ENSG00000155657.26"	193361.296419879	-0.392906294067179	0.0557241953094967	-7.05091014567273	1.77751256693608e-12	8.58631288635734e-12
"ENSG00000211459.2"	464322.055124858	0.708472112478912	0.0673622561897326	10.5173453585555	7.18700036298358e-26	2.04145229238636e-24
"ENSG00000118194.18"	266179.273849126	-0.124936636136954	0.0497299447672766	-2.51230192837787	0.0119946417407992	0.0177002855521029
"ENSG00000134571.10"	171535.277666437	-0.174517128185031	0.0606036346415123	-2.87964788279365	0.00398119537623143	0.006300060857407
"ENSG00000143632.14"	208848.149974486	-0.3733942536109	0.103061666379386	-3.62301781766636	0.000291185755753155	0.000539607583722873
"ENSG00000173641.17"	189003.620017337	-0.230337929602958	0.0513867830968185	-4.48243528241446	7.37960262714347e-06	1.67486589873151e-05
"ENSG00000129991.12"	190656.914509373	0.15250175778893	0.0545490527853037	2.79568113472387	0.0051790470582381	0.00805640322641247
"ENSG00000198695.2"	307861.18955637	0.0702437003830537	0.0692890433246501	1.0137778934821	0.310688746064301	0.357915619367731
"ENSG00000109846.7"	157881.188770241	-0.271450501232286	0.0595898986936006	-4.55531066813908	5.23082117966099e-06	1.20764584250728e-05
